gene_symbol,gene_full_name
NMRAL1,NmrA like redox sensor 1
NMT1,N-myristoyltransferase 1
NMT2,N-myristoyltransferase 2
NMUR1,neuromedin U receptor 1
NMUR2,neuromedin U receptor 2
NNMT,nicotinamide N-methyltransferase
NNT,nicotinamide nucleotide transhydrogenase
NOC3L,NOC3 like DNA replication regulator
NOD1,nucleotide binding oligomerization domain containing 1
NOD2,nucleotide binding oligomerization domain containing 2
NOLC1,nucleolar and coiled-body phosphoprotein 1
NOMO1,NODAL modulator 1
NOP2,NOP2 nucleolar protein
NOS1,nitric oxide synthase 1
NOS1AP,nitric oxide synthase 1 adaptor protein
NOS2,nitric oxide synthase 2
NOS3,nitric oxide synthase 3
NOTCH1,notch receptor 1
NOTCH2,notch receptor 2
NOTCH3,notch receptor 3
NOTCH4,notch receptor 4
NOTUM,"notum, palmitoleoyl-protein carboxylesterase"
NOX1,NADPH oxidase 1
NOX3,NADPH oxidase 3
NOX4,NADPH oxidase 4
NOX5,NADPH oxidase 5
NOXO1,NADPH oxidase organizer 1
NPAS3,neuronal PAS domain protein 3
NPBWR1,neuropeptides B and W receptor 1
NPBWR2,neuropeptides B and W receptor 2
NPC1,NPC intracellular cholesterol transporter 1
NPC1L1,NPC1 like intracellular cholesterol transporter 1
NPEPPS,aminopeptidase puromycin sensitive
NPFFR1,neuropeptide FF receptor 1
NPFFR2,neuropeptide FF receptor 2
NPHS1,"NPHS1 adhesion molecule, nephrin"
NPIPB8,nuclear pore complex interacting protein family member B8
NPM1,nucleophosmin 1
NPPA,natriuretic peptide A
NPPA-AS1,NPPA antisense RNA 1
NPPB,natriuretic peptide B
NPPC,natriuretic peptide C
NPR1,natriuretic peptide receptor 1
NPR2,natriuretic peptide receptor 2
NPR3,natriuretic peptide receptor 3
NPSR1,neuropeptide S receptor 1
NPY,neuropeptide Y
NPY1R,neuropeptide Y receptor Y1
NPY2R,neuropeptide Y receptor Y2
NPY4R,neuropeptide Y receptor Y4
NPY4R2,neuropeptide Y receptor Y4-2
NPY5R,neuropeptide Y receptor Y5
NQO1,NAD(P)H quinone dehydrogenase 1
NQO2,N-ribosyldihydronicotinamide:quinone dehydrogenase 2
NR0B1,nuclear receptor subfamily 0 group B member 1
NR0B2,nuclear receptor subfamily 0 group B member 2
NR1D1,nuclear receptor subfamily 1 group D member 1
NR1D2,nuclear receptor subfamily 1 group D member 2
NR1H2,nuclear receptor subfamily 1 group H member 2
NR1H3,nuclear receptor subfamily 1 group H member 3
NR1H4,nuclear receptor subfamily 1 group H member 4
NR1I2,nuclear receptor subfamily 1 group I member 2
NR1I3,nuclear receptor subfamily 1 group I member 3
NR2C1,nuclear receptor subfamily 2 group C member 1
NR2C2,nuclear receptor subfamily 2 group C member 2
NR2E1,nuclear receptor subfamily 2 group E member 1
NR2E3,nuclear receptor subfamily 2 group E member 3
NR2F1,nuclear receptor subfamily 2 group F member 1
NR2F2,nuclear receptor subfamily 2 group F member 2
NR2F6,nuclear receptor subfamily 2 group F member 6
NR3C1,nuclear receptor subfamily 3 group C member 1
NR3C2,nuclear receptor subfamily 3 group C member 2
NR4A1,nuclear receptor subfamily 4 group A member 1
NR4A2,nuclear receptor subfamily 4 group A member 2
NR4A3,nuclear receptor subfamily 4 group A member 3
NR5A1,nuclear receptor subfamily 5 group A member 1
NR5A2,nuclear receptor subfamily 5 group A member 2
NRAS,"NRAS proto-oncogene, GTPase"
NRG1,neuregulin 1
NRG3,neuregulin 3
NRIP1,nuclear receptor interacting protein 1
NRP1,neuropilin 1
NRP2,neuropilin 2
NRXN1,neurexin 1
NSD1,nuclear receptor binding SET domain protein 1
NSD2,nuclear receptor binding SET domain protein 2
NSD3,nuclear receptor binding SET domain protein 3
NSDHL,NAD(P) dependent 3-beta-hydroxysteroid dehydrogenase NSDHL
NSF,"N-ethylmaleimide sensitive factor, vesicle fusing ATPase"
NSUN3,NOP2/Sun RNA methyltransferase 3
NT5C,"5', 3'-nucleotidase, cytosolic"
NT5C1A,"5'-nucleotidase, cytosolic IA"
NT5C2,"5'-nucleotidase, cytosolic II"
NT5C3A,"5'-nucleotidase, cytosolic IIIA"
NT5E,5'-nucleotidase ecto
NT5M,"5',3'-nucleotidase, mitochondrial"
NTF3,neurotrophin 3
NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1
NTMT2,N-terminal Xaa-Pro-Lys N-methyltransferase 2
NTNG1,netrin G1
NTRK1,neurotrophic receptor tyrosine kinase 1
NTRK2,neurotrophic receptor tyrosine kinase 2
NTRK3,neurotrophic receptor tyrosine kinase 3
NTS,neurotensin
NTSR1,neurotensin receptor 1
NTSR2,neurotensin receptor 2
NUAK1,NUAK family kinase 1
NUAK2,NUAK family kinase 2
NUBPL,"NUBP iron-sulfur cluster assembly factor, mitochondrial"
NUCB1,nucleobindin 1
NUCB2,nucleobindin 2
NUDC,"nuclear distribution C, dynein complex regulator"
NUDT1,nudix hydrolase 1
NUDT15,nudix hydrolase 15
NUDT2,nudix hydrolase 2
NUDT7,nudix hydrolase 7
NUDT9,nudix hydrolase 9
NUP153,nucleoporin 153
NUP50,nucleoporin 50
NUP62,nucleoporin 62
OAS1,2'-5'-oligoadenylate synthetase 1
OASL,2'-5'-oligoadenylate synthetase like
OAT,ornithine aminotransferase
OAZ1,ornithine decarboxylase antizyme 1
OBP2A,odorant binding protein 2A
OCLN,occludin
OCRL,OCRL inositol polyphosphate-5-phosphatase
ODC1,ornithine decarboxylase 1
OGA,O-GlcNAcase
OGDH,oxoglutarate dehydrogenase
OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1
OGFRL1,opioid growth factor receptor like 1
OGG1,8-oxoguanine DNA glycosylase
OGT,O-linked N-acetylglucosamine (GlcNAc) transferase
OLA1,Obg like ATPase 1
ONECUT1,one cut homeobox 1
OPA1,OPA1 mitochondrial dynamin like GTPase
OPCML,opioid binding protein/cell adhesion molecule like
OPLAH,"5-oxoprolinase, ATP-hydrolysing"
OPN1LW,"opsin 1, long wave sensitive"
OPN1MW,"opsin 1, medium wave sensitive"
OPN1SW,"opsin 1, short wave sensitive"
OPRD1,opioid receptor delta 1
OPRK1,opioid receptor kappa 1
OPRL1,opioid related nociceptin receptor 1
OPRM1,opioid receptor mu 1
OR10AE3P,olfactory receptor family 10 subfamily AE member 3 pseudogene
OR10P1,olfactory receptor family 10 subfamily P member 1
OR2B11,olfactory receptor family 2 subfamily B member 11
OR4D6,olfactory receptor family 4 subfamily D member 6
OR51E2,olfactory receptor family 51 subfamily E member 2
OR52E2,olfactory receptor family 52 subfamily E member 2
OR52J2P,olfactory receptor family 52 subfamily J member 2 pseudogene
OR52J3,olfactory receptor family 52 subfamily J member 3
ORAI1,ORAI calcium release-activated calcium modulator 1
ORAI2,ORAI calcium release-activated calcium modulator 2
ORAI3,ORAI calcium release-activated calcium modulator 3
ORM1,orosomucoid 1
ORM2,orosomucoid 2
ORMDL3,ORMDL sphingolipid biosynthesis regulator 3
OSGEP,O-sialoglycoprotein endopeptidase
OSGIN2,oxidative stress induced growth inhibitor family member 2
OSR1,odd-skipped related transcription factor 1
OTC,ornithine transcarbamylase
OTUB1,"OTU deubiquitinase, ubiquitin aldehyde binding 1"
OXCT1,3-oxoacid CoA-transferase 1
OXER1,oxoeicosanoid receptor 1
OXGR1,oxoglutarate receptor 1
OXSR1,oxidative stress responsive kinase 1
OXT,oxytocin/neurophysin I prepropeptide
OXTR,oxytocin receptor
P2RX1,purinergic receptor P2X 1
P2RX2,purinergic receptor P2X 2
P2RX3,purinergic receptor P2X 3
P2RX4,purinergic receptor P2X 4
P2RX5,purinergic receptor P2X 5
P2RX6,purinergic receptor P2X 6
P2RX7,purinergic receptor P2X 7
P2RY1,purinergic receptor P2Y1
P2RY10,P2Y receptor family member 10
P2RY11,purinergic receptor P2Y11
P2RY12,purinergic receptor P2Y12
P2RY13,purinergic receptor P2Y13
P2RY14,purinergic receptor P2Y14
P2RY2,purinergic receptor P2Y2
P2RY4,pyrimidinergic receptor P2Y4
P2RY6,pyrimidinergic receptor P2Y6
P2RY8,P2Y receptor family member 8
P3H1,prolyl 3-hydroxylase 1
P3H2,prolyl 3-hydroxylase 2
P3H3,prolyl 3-hydroxylase 3
P4HA1,prolyl 4-hydroxylase subunit alpha 1
P4HA2,prolyl 4-hydroxylase subunit alpha 2
P4HB,prolyl 4-hydroxylase subunit beta
P4HTM,"prolyl 4-hydroxylase, transmembrane"
PABPC1,poly(A) binding protein cytoplasmic 1
PACSIN2,protein kinase C and casein kinase substrate in neurons 2
PADI1,peptidyl arginine deiminase 1
PADI2,peptidyl arginine deiminase 2
PADI3,peptidyl arginine deiminase 3
PADI4,peptidyl arginine deiminase 4
PADI6,peptidyl arginine deiminase 6
PAEP,progestagen associated endometrial protein
PAFAH1B2,platelet activating factor acetylhydrolase 1b catalytic subunit 2
PAFAH1B3,platelet activating factor acetylhydrolase 1b catalytic subunit 3
PAH,phenylalanine hydroxylase
PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase
PAK1,p21 (RAC1) activated kinase 1
PAK2,p21 (RAC1) activated kinase 2
PAK3,p21 (RAC1) activated kinase 3
PAK4,p21 (RAC1) activated kinase 4
PAK5,p21 (RAC1) activated kinase 5
PAK6,p21 (RAC1) activated kinase 6
PALB2,partner and localizer of BRCA2
PAM,peptidylglycine alpha-amidating monooxygenase
PANK2,pantothenate kinase 2
PANK3,pantothenate kinase 3
PANX1,pannexin 1
PANX2,pannexin 2
PANX3,pannexin 3
PAOX,polyamine oxidase
PAPLN,"papilin, proteoglycan like sulfated glycoprotein"
PAPOLA,poly(A) polymerase alpha
PAPPA,pappalysin 1
PAPPA2,pappalysin 2
PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1
PARD3B,par-3 family cell polarity regulator beta
PARG,poly(ADP-ribose) glycohydrolase
PARK7,Parkinsonism associated deglycase
PARL,presenilin associated rhomboid like
PARN,poly(A)-specific ribonuclease
PARP1,poly(ADP-ribose) polymerase 1
PARP10,poly(ADP-ribose) polymerase family member 10
PARP11,poly(ADP-ribose) polymerase family member 11
PARP12,poly(ADP-ribose) polymerase family member 12
PARP14,poly(ADP-ribose) polymerase family member 14
PARP15,poly(ADP-ribose) polymerase family member 15
PARP16,poly(ADP-ribose) polymerase family member 16
PARP2,poly(ADP-ribose) polymerase 2
PARP3,poly(ADP-ribose) polymerase family member 3
PARP4,poly(ADP-ribose) polymerase family member 4
PARP6,poly(ADP-ribose) polymerase family member 6
PARP8,poly(ADP-ribose) polymerase family member 8
PARP9,poly(ADP-ribose) polymerase family member 9
PARS2,"prolyl-tRNA synthetase 2, mitochondrial"
PASK,PAS domain containing serine/threonine kinase
PAX2,paired box 2
PAX5,paired box 5
PAX8,paired box 8
PBK,PDZ binding kinase
PBRM1,polybromo 1
PC,pyruvate carboxylase
PCBD1,pterin-4 alpha-carbinolamine dehydratase 1
PCCA,propionyl-CoA carboxylase subunit alpha
PCCB,propionyl-CoA carboxylase subunit beta
PCDH19,protocadherin 19
PCGF3,polycomb group ring finger 3
PCK1,phosphoenolpyruvate carboxykinase 1
PCK2,"phosphoenolpyruvate carboxykinase 2, mitochondrial"
PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase
PCNA,proliferating cell nuclear antigen
PCSK1,proprotein convertase subtilisin/kexin type 1
PCSK2,proprotein convertase subtilisin/kexin type 2
PCSK4,proprotein convertase subtilisin/kexin type 4
PCSK5,proprotein convertase subtilisin/kexin type 5
PCSK6,proprotein convertase subtilisin/kexin type 6
PCSK7,proprotein convertase subtilisin/kexin type 7
PCSK9,proprotein convertase subtilisin/kexin type 9
PCTP,phosphatidylcholine transfer protein
PCYT1A,"phosphate cytidylyltransferase 1A, choline"
PCYT1B,"phosphate cytidylyltransferase 1B, choline"
PCYT2,"phosphate cytidylyltransferase 2, ethanolamine"
PDCD1,programmed cell death 1
PDCD1LG2,programmed cell death 1 ligand 2
PDCD4,programmed cell death 4
PDCD6,programmed cell death 6
PDCL3,phosducin like 3
PDE10A,phosphodiesterase 10A
PDE11A,phosphodiesterase 11A
PDE12,phosphodiesterase 12
PDE1A,phosphodiesterase 1A
PDE1B,phosphodiesterase 1B
PDE1C,phosphodiesterase 1C
PDE2A,phosphodiesterase 2A
PDE3A,phosphodiesterase 3A
PDE3B,phosphodiesterase 3B
PDE4A,phosphodiesterase 4A
PDE4B,phosphodiesterase 4B
PDE4C,phosphodiesterase 4C
PDE4D,phosphodiesterase 4D
PDE5A,phosphodiesterase 5A
PDE6A,phosphodiesterase 6A
PDE6B,phosphodiesterase 6B
PDE6C,phosphodiesterase 6C
PDE6D,phosphodiesterase 6D
PDE6G,phosphodiesterase 6G
PDE6H,phosphodiesterase 6H
PDE7A,phosphodiesterase 7A
PDE7B,phosphodiesterase 7B
PDE8A,phosphodiesterase 8A
PDE8B,phosphodiesterase 8B
PDE9A,phosphodiesterase 9A
PDF,"peptide deformylase, mitochondrial"
PDGFA,platelet derived growth factor subunit A
PDGFB,platelet derived growth factor subunit B
PDGFC,platelet derived growth factor C
PDGFD,platelet derived growth factor D
PDGFRA,platelet derived growth factor receptor alpha
PDGFRB,platelet derived growth factor receptor beta
PDHA1,pyruvate dehydrogenase E1 subunit alpha 1
PDHA2,pyruvate dehydrogenase E1 subunit alpha 2
PDHB,pyruvate dehydrogenase E1 subunit beta
PDHX,pyruvate dehydrogenase complex component X
PDIA2,protein disulfide isomerase family A member 2
PDIA3,protein disulfide isomerase family A member 3
PDIA6,protein disulfide isomerase family A member 6
PDK1,pyruvate dehydrogenase kinase 1
PDK2,pyruvate dehydrogenase kinase 2
PDK3,pyruvate dehydrogenase kinase 3
PDK4,pyruvate dehydrogenase kinase 4
PDPK1,3-phosphoinositide dependent protein kinase 1
PDXK,pyridoxal kinase
PDXP,pyridoxal phosphatase
PDYN,prodynorphin
PDZRN3,PDZ domain containing ring finger 3
PEAK1,pseudopodium enriched atypical kinase 1
PEAR1,platelet endothelial aggregation receptor 1
PEBP1,phosphatidylethanolamine binding protein 1
PEBP4,phosphatidylethanolamine binding protein 4
PECAM1,platelet and endothelial cell adhesion molecule 1
PECR,peroxisomal trans-2-enoyl-CoA reductase
PEF1,penta-EF-hand domain containing 1
PEPD,peptidase D
PER1,period circadian regulator 1
PER2,period circadian regulator 2
PERP,p53 apoptosis effector related to PMP22
PEX14,peroxisomal biogenesis factor 14
PEX5L,peroxisomal biogenesis factor 5 like
PF4,platelet factor 4
PFAS,phosphoribosylformylglycinamidine synthase
PFDN4,prefoldin subunit 4
PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"
PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2"
PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
PFKFB4,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4"
PFKM,"phosphofructokinase, muscle"
PFKP,"phosphofructokinase, platelet"
PFN1,profilin 1
PFN2,profilin 2
PGA3,pepsinogen A3
PGA4,pepsinogen A4
PGA5,pepsinogen A5
PGAM1,phosphoglycerate mutase 1
PGAM2,phosphoglycerate mutase 2
PGAP6,post-GPI attachment to proteins 6
PGC,progastricsin
PGD,phosphogluconate dehydrogenase
PGF,placental growth factor
PGGT1B,protein geranylgeranyltransferase type I subunit beta
PGK1,phosphoglycerate kinase 1
PGK2,phosphoglycerate kinase 2
PGLYRP2,peptidoglycan recognition protein 2
PGLYRP3,peptidoglycan recognition protein 3
PGM1,phosphoglucomutase 1
PGR,progesterone receptor
PGRMC1,progesterone receptor membrane component 1
PHB1,prohibitin 1
PHB2,prohibitin 2
PHC1,polyhomeotic homolog 1
PHETA2,PH domain containing endocytic trafficking adaptor 2
PHEX,phosphate regulating endopeptidase X-linked
PHF2,PHD finger protein 2
PHF8,PHD finger protein 8
PHGDH,phosphoglycerate dehydrogenase
PHKA2,phosphorylase kinase regulatory subunit alpha 2
PHKG1,phosphorylase kinase catalytic subunit gamma 1
PHKG2,phosphorylase kinase catalytic subunit gamma 2
PHLPP1,PH domain and leucine rich repeat protein phosphatase 1
PHLPP2,PH domain and leucine rich repeat protein phosphatase 2
PHOSPHO1,phosphoethanolamine/phosphocholine phosphatase 1
PHOX2A,paired like homeobox 2A
PHPT1,phosphohistidine phosphatase 1
PHYKPL,5-phosphohydroxy-L-lysine phospho-lyase
PI3,peptidase inhibitor 3
PI4K2A,phosphatidylinositol 4-kinase type 2 alpha
PI4K2B,phosphatidylinositol 4-kinase type 2 beta
PI4KA,phosphatidylinositol 4-kinase alpha
PI4KB,phosphatidylinositol 4-kinase beta
PICK1,protein interacting with PRKCA 1
PIEZO1,piezo type mechanosensitive ion channel component 1 (Er blood group)
PIGM,phosphatidylinositol glycan anchor biosynthesis class M
PIK3C2A,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
PIK3C2B,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
PIK3C2G,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3
PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"
PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
PIK3R1,phosphoinositide-3-kinase regulatory subunit 1
PIK3R2,phosphoinositide-3-kinase regulatory subunit 2
PIK3R3,phosphoinositide-3-kinase regulatory subunit 3
PIK3R4,phosphoinositide-3-kinase regulatory subunit 4
PIK3R5,phosphoinositide-3-kinase regulatory subunit 5
PIK3R6,phosphoinositide-3-kinase regulatory subunit 6
PIKFYVE,"phosphoinositide kinase, FYVE-type zinc finger containing"
PIM1,"Pim-1 proto-oncogene, serine/threonine kinase"
PIM2,"Pim-2 proto-oncogene, serine/threonine kinase"
PIM3,"Pim-3 proto-oncogene, serine/threonine kinase"
PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
PIN4,"peptidylprolyl cis/trans isomerase, NIMA-interacting 4"
PINK1,PTEN induced kinase 1
PIP,prolactin induced protein
PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
PIP4K2B,phosphatidylinositol-5-phosphate 4-kinase type 2 beta
PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
PIP5K1A,phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta
PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
PIPOX,pipecolic acid and sarcosine oxidase
PIR,pirin
PISD,phosphatidylserine decarboxylase
PITPNA,phosphatidylinositol transfer protein alpha
PITRM1,pitrilysin metallopeptidase 1
PKD1,"polycystin 1, transient receptor potential channel interacting"
PKD1L3,"polycystin 1 like 3, transient receptor potential channel interacting"
PKD2,"polycystin 2, transient receptor potential cation channel"
PKD2L1,"polycystin 2 like 1, transient receptor potential cation channel"
PKIA,cAMP-dependent protein kinase inhibitor alpha
PKLR,pyruvate kinase L/R
PKM,pyruvate kinase M1/2
PKMYT1,"protein kinase, membrane associated tyrosine/threonine 1"
PKN1,protein kinase N1
PKN2,protein kinase N2
PKN3,protein kinase N3
PLA2G10,phospholipase A2 group X
PLA2G10BP,"phospholipase A2 group XB, pseudogene"
PLA2G12A,phospholipase A2 group XIIA
PLA2G12B,phospholipase A2 group XIIB
PLA2G15,phospholipase A2 group XV
PLA2G1B,phospholipase A2 group IB
PLA2G2A,phospholipase A2 group IIA
PLA2G2C,phospholipase A2 group IIC
PLA2G2D,phospholipase A2 group IID
PLA2G2E,phospholipase A2 group IIE
PLA2G2F,phospholipase A2 group IIF
PLA2G3,phospholipase A2 group III
PLA2G4A,phospholipase A2 group IVA
PLA2G4B,phospholipase A2 group IVB
PLA2G4C,phospholipase A2 group IVC
PLA2G5,phospholipase A2 group V
PLA2G6,phospholipase A2 group VI
PLA2G7,phospholipase A2 group VII
PLAA,phospholipase A2 activating protein
PLAAT2,phospholipase A and acyltransferase 2
